objectid,title,subject,description,creator,searchau,full-text link,publisher,location,date,contributor,rights statements,relation,format,language,type,identifier,object_location,image_small,image_thumb,note
vjwp_75,An Hour of Peace,,"Poem about rest and spirituality in the midst of a turbluent life. Published in <em>The Occident and American Jewish Advocate</em> Volume 1, Issue 6. ","<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://www.nli.org.il/en/newspapers/?a=d&d=occ18430901-01.1.23&e=-------en-20--1--img-txIN%7ctxTI--------------1"">https://www.nli.org.il/en/newspapers/?a=d&d=occ18430901-01.1.23&e=-------en-20--1--img-txIN%7ctxTI--------------1</a>",Philadelphia: Occident and American Jewish Advocate (Periodical),Philadelphia,1843,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,poem,vjwp_75,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_75.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_75_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_75_th.jpg,
vjwp_76,Israel Defended,Judaism--Apologetic works,,Orobio de Castro,Orobio de Castro,,,,1838,Grace Aguilar,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,book,vjwp_76,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,
vjwp_77,The Jewish Faith,Judaism--Apologetic works,,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://babel.hathitrust.org/cgi/pt?id=hvd.32044019338615&view=1up&seq=7&skin=2021"">https://babel.hathitrust.org/cgi/pt?id=hvd.32044019338615&view=1up&seq=7&skin=2021</a>",Philadelphia,Philadelphia,1864,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_77,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_77.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_77_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_77_th.jpg,
vjwp_78,The Magic Wreath of Hidden Flowers,,,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,,London: W.B. Mason,London,1839,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,book,vjwp_78,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,
vjwp_79,The Mother's Recompense; a Sequel to Home Influence,Mothers and daughters--Fiction; Domestic fiction,Third edition.,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,,London: R. Groombridge and Sons,London,1860,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_79,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_79.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_79_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_79_th.jpg,
vjwp_80,A Poet's Dying Hymn,English poetry--Jewish authors,Published in Voice of Jacob.,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,,London: Voice of Jacob (Periodical),London,1842,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,poem,vjwp_80,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp-no-full-text.png,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp-no-full-text_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp-no-full-text_th.jpg,
vjwp_81,Records of Israel,Judaism--Apologetic works,Jewish tales derived from sacred literature. ,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://www.google.com/books/edition/Records_of_Israel/x8WrPw9mpA0C?hl=en&gbpv=1&dq=%22records+of+israel%22+aguilar&printsec=frontcover"">https://www.google.com/books/edition/Records_of_Israel/x8WrPw9mpA0C?hl=en&gbpv=1&dq=%22records+of+israel%22+aguilar&printsec=frontcover</a>",London: J. Mortimer,London,1844,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_81,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_81.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_81_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_81_th.jpg,
vjwp_82,Sabbath Thoughts,Jewish philosophy; English--literature--poetry; English--literature--Jewish authors,"A poem reflecting on the sanctity of the Sabbath. Published in <em>The Occident and American Jewish Advocate</em> Volume 1, Issue 5.","<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://www.nli.org.il/en/newspapers/?a=d&d=occ18430801-01.1.21&e=-------en-20--1--img-txIN%7ctxTI--------------1"">https://www.nli.org.il/en/newspapers/?a=d&d=occ18430801-01.1.21&e=-------en-20--1--img-txIN%7ctxTI--------------1</a>",Philadelphia: Occident and American Jewish Advocate (Periodical),Philadelphia,1843,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,poem,vjwp_82,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_82.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_82_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_82_th.jpg,
vjwp_83,Sabbath Thoughts and Sacred Communings,Jewish philosophy,Meditations and prayers written by Grace Aguilar and published posthumously by her mother.,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://www.google.com/books/edition/Sabbath_Thoughts_and_Sacred_Communings/6-cCAAAAQAAJ?hl=en&gbpv=1&dq=sabbath+thoughts+iii&pg=PP15&printsec=frontcover"">https://www.google.com/books/edition/Sabbath_Thoughts_and_Sacred_Communings/6-cCAAAAQAAJ?hl=en&gbpv=1&dq=sabbath+thoughts+iii&pg=PP15&printsec=frontcover</a>",London: Groombridge and Sons,London,1853,Sarah Aguilar,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_83,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_83.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_83_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_83_th.jpg,
vjwp_84,The Spirit of Judaism,Jewish philosophy; Judaism--Apologetic works,"Theological work detailing many subjects, including Jewish education, Hebrew language, religious ritualism, and Christian conversionism.","<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t23b5zr40&view=1up&seq=7&skin=2021"">https://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t23b5zr40&view=1up&seq=7&skin=2021</a>",Philadelphia: Jewish Publication Society of America,Philadelphia,1842,Isaac Leeser,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,,English,book,vjwp_84,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_84.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_84_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_84_th.jpg,
vjwp_85,"Song of the Spanish Jews, During their Golden Age",Literature--poetry; English--literature--Jewish authors,"Romantic poem about medieval Jewish Spain. Published in <em>The Occident and American Jewish Advocate</em> Volume 1, Issue 6. ","<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://www.nli.org.il/en/newspapers/?a=d&d=occ18430901-01.1.1&e=-------en-20--1--img-txIN%7ctxTI--------------1"">https://www.nli.org.il/en/newspapers/?a=d&d=occ18430901-01.1.1&e=-------en-20--1--img-txIN%7ctxTI--------------1</a>",Philadelphia: Occident and American Jewish Advocate (Periodical),Philadelphia,1843,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,poem,vjwp_85,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_85.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_85_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_85_th.jpg,
vjwp_86,"The Vale of Cedars; or, the Martyr","Literature--Jewish authors; Inquisition--Fiction; Spain--History--Ferdinand and Isabella,1479-1516--Fiction",Novel about a Jewish family in Spain during the Inquisition. ,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,,London: R. Groombridge and Sons,London,1850,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_86,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_86.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_86_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_86_th.jpg,
vjwp_87,"A Vision of Jerusalem, While Listening to a Beautiful Organ in One of the Gentile Shrines",Literature--poetry; English--literature--Jewish authors,"Poem that explores the relationship between the Jewish people and the Holy Land, and which pines for the end of Exile and the return to Jerusalem and the Holy Land. Published in <em> The Occident and American Jewish Advocate</em> Volume 1, Issue 11.","<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://www.nli.org.il/en/newspapers/?a=d&d=occ18440201-01.1.2&e=-------en-20--1--img-txIN%7ctxTI--------------1"">https://www.nli.org.il/en/newspapers/?a=d&d=occ18440201-01.1.2&e=-------en-20--1--img-txIN%7ctxTI--------------1</a>",Philadelphia: Occident and American Jewish Advocate (Periodical),Philadelphia,1844,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,poem,vjwp_87,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_87.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_87_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_87_th.jpg,
vjwp_88,The Wanderers,Literature--poetry; English--literature--Jewish authors,"A poem on the casting out of Ishmael and Hagar in the Book of Genesis. Published in <em>The Occident and American Jewish Advocate</em> Volume 3, Issue 7.","<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://www.nli.org.il/en/newspapers/?a=d&d=occ18451001-01.1.19&e=-------en-20--1--img-txIN%7ctxTI--------------1"">https://www.nli.org.il/en/newspapers/?a=d&d=occ18451001-01.1.19&e=-------en-20--1--img-txIN%7ctxTI--------------1</a>",Philadelphia: Occident and American Jewish Advocate (Periodical),Philadelphia,1845,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,poem,vjwp_88,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_88.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_88_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_88_th.jpg,
vjwp_89,Woman's Friendship: A Story of Domestic Life,Literature,Exploration of women's friendships in fiction.,"<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,,London: George Routledge and Sons,London,1850,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book ,vjwp_89,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_89.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_89_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_89_th.jpg,
vjwp_90,The Women of Israel,Jewish philosophy; Judaism--Apologetic works,"A series of biographical accounts of biblical, Talmudic, and modern Jewish women, countering Christian claims that Judaism is unspiritual and thus unsuitable for women.","<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,,London: R. Groombridge and Sons,London,1845,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 1 of 2. <br> Volume 2: <a href=""http://victorianjewishwritersproject.org/items/vjwp_91.html"">http://victorianjewishwritersproject.org/items/vjwp_91.html</a>",pdf,English,book,vjwp_90,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_90.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_90_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_90_th.jpg,
vjwp_91,The Women of Israel,Jewish philosophy; Judaism--Apologetic works,"A series of biographical accounts of biblical, Talmudic, and modern Jewish women, countering Christian claims that Judaism is unspiritual and thus unsuitable for women.","<a href=""/grace-aguilar.html"">Grace Aguilar</a>",Grace Aguilar,"<a href=""https://www.google.com/books/edition/The_women_of_Israel_or_Characters_and_sk/POoDAAAAQAAJ?hl=en&gbpv=1&dq=%22the+women+of+israel%22&pg=PA101&printsec=frontcover"">https://www.google.com/books/edition/The_women_of_Israel_or_Characters_and_sk/POoDAAAAQAAJ?hl=en&gbpv=1&dq=%22the+women+of+israel%22&pg=PA101&printsec=frontcover</a>",London: R. Groombridge and Sons,London,1845,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 2 of 2. <br> Volume 1: <a href=""http://victorianjewishwritersproject.org/items/vjwp_90.html"">http://victorianjewishwritersproject.org/items/vjwp_90.html</a>",pdf,English,book,vjwp_91,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_91.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_91_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_91_th.jpg,
vjwp_94,"A Hebrew Dirge: Chaunted in the Great Synagogue, St. James's Place, Aldgate, on the Day of the Funeral of Her Royal Highness, the Princess Charlotte, with a Translation in English Verse by S.T. Coleridge",Great Britain--History--18th century; Judaism--Liturgy--History,A kinah [dirge] on the death of Princess Charlotte. The book is read right-to-left and begins with the kinah on the death of King George III. We have duplicated the frontispiece that separates the parts of the book to avoid confusion.,Hyman Hurwitz,Hyman Hurwitz,"<a href=""https://babel.hathitrust.org/cgi/pt?id=dul1.ark:/13960/t9q25764w&view=1up&seq=26"">https://babel.hathitrust.org/cgi/pt?id=dul1.ark:/13960/t9q25764w&view=1up&seq=26</a>",,London,1817,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English,book,vjwp_94,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_94.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_94_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_94_th.jpg,
vjwp_95,Service for the First Nights of Passover. According to the Custom of the German and Polish Jews. ,Judaism--liturgy; Haggadah,Hebrew-English haggadah for the Passover seder.,Abraham Pereira Mendes,Abraham Pereira Mendes,,London: P. Vallentine,London,1878,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,,pdf,English; Hebrew,book,vjwp_95,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_95.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_95_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_95_th.jpg,
vjwp_96,"Coningsby, or, The New Generation vol. 1",Politicians--fiction; Great Britain--fiction,"The novel follows the life and career of Henry Coningsby, the orphan grandson of a wealthy marquess, Lord Monmouth. Lord Monmouth initially disapproved of Coningsby's parents' marriage, but on their death he relents and sends the boy to be educated at Eton College. At Eton Coningsby meets and befriends Oswald Millbank, the son of a rich cotton manufacturer who is a bitter enemy of Lord Monmouth. The two older men represent old and new wealth in society. As Coningsby grows up he begins to develop his own liberal political views, and falls in love with Oswald's sister Edith. When Lord Monmouth discovers these developments he is furious and secretly disinherits his grandson. On his death, Coningsby is left penniless, and is forced to work for his living. He decides to study law and become a barrister. This proof of his character impresses Edith's father (who had previously also been hostile) and he consents to their marriage at last. By the end of the novel Coningsby is elected to Parliament for his new father-in-law's constituency and his fortune is restored.","<a href=""/benjamin-disraeli.html"">Benjamin Disraeli</a>",Benjamin Disraeli,"<a href=""https://hdl.handle.net/2027/wu.89070864228"">https://hdl.handle.net/2027/wu.89070864228</a>",London: H. Colburn,London,1844,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 1 of 3. <br> Volume 2: <a href=""http://victorianjewishwritersproject.org/items/vjwp_97.html"">http://victorianjewishwritersproject.org/items/vjwp_97.html</a> <br> Volume 3: <a href=""http://victorianjewishwritersproject.org/items/vjwp_98.html"">http://victorianjewishwritersproject.org/items/vjwp_98.html</a>",pdf,English,book,vjwp_96,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_96.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_96_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_96_th.jpg,
vjwp_97,"Coningsby, or, The New Generation vol. 2",Politicians--fiction; Great Britain--fiction,"The novel follows the life and career of Henry Coningsby, the orphan grandson of a wealthy marquess, Lord Monmouth. Lord Monmouth initially disapproved of Coningsby's parents' marriage, but on their death he relents and sends the boy to be educated at Eton College. At Eton Coningsby meets and befriends Oswald Millbank, the son of a rich cotton manufacturer who is a bitter enemy of Lord Monmouth. The two older men represent old and new wealth in society. As Coningsby grows up he begins to develop his own liberal political views, and falls in love with Oswald's sister Edith. When Lord Monmouth discovers these developments he is furious and secretly disinherits his grandson. On his death, Coningsby is left penniless, and is forced to work for his living. He decides to study law and become a barrister. This proof of his character impresses Edith's father (who had previously also been hostile) and he consents to their marriage at last. By the end of the novel Coningsby is elected to Parliament for his new father-in-law's constituency and his fortune is restored.","<a href=""/benjamin-disraeli.html"">Benjamin Disraeli</a>",Benjamin Disraeli,"<a href=""https://hdl.handle.net/2027/uc1.31175035202376"">https://hdl.handle.net/2027/uc1.31175035202376</a>",London: H Colburn,London,1844,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 2 of 3. <br> Volume 1: <a href=""http://victorianjewishwritersproject.org/items/vjwp_96.html"">http://victorianjewishwritersproject.org/items/vjwp_96.html</a> <br> Volume 3: <a href= ""http://victorianjewishwritersproject.org/items/vjwp_98"">http://victorianjewishwritersproject.org/items/vjwp_98</a>",pdf,English,book,vjwp_97,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_97.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_97_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_97_th.jpg,
vjwp_98,"Coningsby, or, The New Generation vol. 3",Politicians--fiction; Great Britain--fiction,"The novel follows the life and career of Henry Coningsby, the orphan grandson of a wealthy marquess, Lord Monmouth. Lord Monmouth initially disapproved of Coningsby's parents' marriage, but on their death he relents and sends the boy to be educated at Eton College. At Eton Coningsby meets and befriends Oswald Millbank, the son of a rich cotton manufacturer who is a bitter enemy of Lord Monmouth. The two older men represent old and new wealth in society. As Coningsby grows up he begins to develop his own liberal political views, and falls in love with Oswald's sister Edith. When Lord Monmouth discovers these developments he is furious and secretly disinherits his grandson. On his death, Coningsby is left penniless, and is forced to work for his living. He decides to study law and become a barrister. This proof of his character impresses Edith's father (who had previously also been hostile) and he consents to their marriage at last. By the end of the novel Coningsby is elected to Parliament for his new father-in-law's constituency and his fortune is restored.","<a href=""/benjamin-disraeli.html"">Benjamin Disraeli</a>",Benjamin Disraeli,"<a href=""https://hdl.handle.net/2027/wu.89070864160"">https://hdl.handle.net/2027/wu.89070864160</a>",London: H Colburn,London,1844,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 3 of 3. <br> Volume 1: <a href=""http://victorianjewishwritersproject.org/items/vjwp_96.html"">http://victorianjewishwritersproject.org/items/vjwp_96.html</a> <br> Volume 2: <a href=""http://victorianjewishwritersproject.org/items/vjwp_97.html"">http://victorianjewishwritersproject.org/items/vjwp_97.html</a>",pdf,English,book,vjwp_98,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_98.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_98_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_98_th.jpg,
vjwp_99,"Contarini Fleming, A Psychological Autobiography vol. 1","Maternal deprivation--fiction; Depression, Mental--fiction; Self-realization--fiction; Venice (Italy)--fiction","Contarini Fleming: A Psychological Romance is the fourth and most autobiographical novel written by Benjamin Disraeli, who would later become a Prime Minister of the United Kingdom. It was published anonymously in May 1832 but despite the author considering it his best novel, was a financial failure.","<a href=""/benjamin-disraeli.html"">Benjamin Disraeli</a>",Benjamin Disraeli,"<a href=""https://babel.hathitrust.org/cgi/pt?id=nyp.33433074937438&view=1up&seq=11&skin=2021"">https://babel.hathitrust.org/cgi/pt?id=nyp.33433074937438&view=1up&seq=11&skin=2021</a>",New York: Harper,New York,1832,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 1 of 2. <br> Volume 2: <a href=""http://victorianjewishwritersproject.org/items/vjwp_100.html"">http://victorianjewishwritersproject.org/items/vjwp_100.html</a>",pdf,English,book,vjwp_99,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_99.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_99_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_99_th.jpg,
vjwp_100,"Contarini Fleming, A Psychological Autobiography vol. 2","Maternal deprivation--fiction; Depression, Mental--fiction; Self-realization--fiction; Venice (Italy)--fiction","Contarini Fleming: A Psychological Romance is the fourth and most autobiographical novel written by Benjamin Disraeli, who would later become a Prime Minister of the United Kingdom. It was published anonymously in May 1832 but despite the author considering it his best novel, was a financial failure.","<a href=""/benjamin-disraeli.html"">Benjamin Disraeli</a>",Benjamin Disraeli,"<a href=""https://babel.hathitrust.org/cgi/pt?id=nyp.33433074937438&view=1up&seq=11&skin=2021"">https://babel.hathitrust.org/cgi/pt?id=nyp.33433074937438&view=1up&seq=11&skin=2021</a>",New York: Harper,New York,1832,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 2 of 2. <br> Volume 1: <a href=""http://victorianjewishwritersproject.org/items/vjwp_99.html"">http://victorianjewishwritersproject.org/items/vjwp_99</a>",pdf,English,book,vjwp_100,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_100.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_100_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_100_th.jpg,
vjwp_101,Endymion vol. 1,Great Britain--fiction; Aristoracy (Social class)--fiction,"A romance novel set between 1819 and 1859 in which Endymion, the son of a disgraced Tory politician. The novel follows Endymion's rise through the Whig party and his ultimate rise to the position of Prime Minister.","<a href=""/benjamin-disraeli.html"">Benjamin Disraeli</a>",Benjamin Disraeli,"<a href=""https://babel.hathitrust.org/cgi/pt?id=uc1.b3401746&view=1up&seq=9&skin=2021"">https://babel.hathitrust.org/cgi/pt?id=uc1.b3401746&view=1up&seq=9&skin=2021</a>","London: Longmans, Green and Co",London,1880,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 1 of 3. <br> Volume 2: <a href=""http://victorianjewishwritersproject.org/items/vjwp_102.html"">http://victorianjewishwritersproject.org/items/vjwp_102.html</a> <br> Volume 3: <a href=""http://victorianjewishwritersproject.org/items/vjwp_103.html"">http://victorianjewishwritersproject.org/items/vjwp_103.html</a>",pdf,English,book,vjwp_101,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_101.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_101_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_101_th.jpg,
vjwp_102,Endymion vol. 2,Great Britain--fiction; Aristoracy (Social class)--fiction,"A romance novel set between 1819 and 1859 in which Endymion, the son of a disgraced Tory politician. The novel follows Endymion's rise through the Whig party and his ultimate rise to the position of Prime Minister.","<a href=""/benjamin-disraeli.html"">Benjamin Disraeli</a>",Benjamin Disraeli,"<a href=""https://babel.hathitrust.org/cgi/pt?id=uc1.b3401747&view=1up&seq=9&skin=2021"">https://babel.hathitrust.org/cgi/pt?id=uc1.b3401747&view=1up&seq=9&skin=2021</a>","London: Longmans, Green and Co",London,1880,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 2 of 3. <br> Volume 1: <a href=""http://victorianjewishwritersproject.org/items/vjwp_101.html"">http://victorianjewishwritersproject.org/items/vjwp_101.html</a> <br> Volume 3: <a href= ""http://victorianjewishwritersproject.org/items/vjwp_103"">http://victorianjewishwritersproject.org/items/vjwp_103</a>",pdf ,English,book,vjwp_102,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_102.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_102_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_102_th.jpg,
vjwp_103,Endymion vol. 3,Great Britain--fiction; Aristoracy (Social class)--fiction,"A romance novel set between 1819 and 1859 in which Endymion, the son of a disgraced Tory politician. The novel follows Endymion's rise through the Whig party and his ultimate rise to the position of Prime Minister.","<a href=""/benjamin-disraeli.html"">Benjamin Disraeli</a>",Benjamin Disraeli,"<a href=""https://babel.hathitrust.org/cgi/pt?id=uc1.31175035202434&view=1up&seq=9&skin=2021"">https://babel.hathitrust.org/cgi/pt?id=uc1.31175035202434&view=1up&seq=9&skin=2021</a>","London: Longmans, Green and Co",London,1880,,https://rightsstatements.org/page/NoC-NC/1.0/?language=en,"Volume 3 of 3. <br> Volume 1: <a href=""http://victorianjewishwritersproject.org/items/vjwp_101.html"">http://victorianjewishwritersproject.org/items/vjwp_101.html</a> <br> Volume 2: <a href=""http://victorianjewishwritersproject.org/items/vjwp_102.html"">http://victorianjewishwritersproject.org/items/vjwp_102.html</a>",pdf,English,book,vjwp_103,https://victorianjewishwritersproject.s3.amazonaws.com/objects/vjwp_103.pdf,https://victorianjewishwritersproject.s3.amazonaws.com/objects/small/vjwp_103_sm.jpg,https://victorianjewishwritersproject.s3.amazonaws.com/objects/thumbs/vjwp_103_th.jpg,
